,StartDate,A and I Trend,Overall Franchisee Trend,Deactivated Franchisee Trend,Active Franchisees
106,2016-09-06 22:00:00+00:00,617,641,0,0
107,2016-09-07 22:00:00+00:00,682,706,0,153
108,2016-09-08 22:00:00+00:00,684,708,0,0
109,2016-09-09 06:41:00+00:00,685,709,0,154
110,2016-09-29 22:00:00+00:00,684,0,25,0
111,2016-10-02 22:00:00+00:00,683,0,26,0
112,2016-10-03 10:09:49+00:00,684,710,0,155
113,2016-10-03 10:15:32+00:00,685,711,0,0
114,2016-10-03 11:29:30+00:00,686,712,0,156
115,2016-10-03 11:39:37+00:00,687,713,0,0
116,2016-10-03 12:18:58+00:00,688,714,0,0
117,2016-10-03 13:35:28+00:00,689,715,0,0
118,2016-10-04 12:33:53+00:00,690,716,0,0
119,2016-10-04 12:44:02+00:00,691,717,0,0
120,2016-10-04 12:50:43+00:00,692,718,0,0
121,2016-10-04 13:02:04+00:00,693,719,0,0
122,2016-10-04 13:07:44+00:00,694,720,0,0
123,2016-10-09 22:00:00+00:00,695,721,0,0
124,2016-10-10 08:23:38+00:00,696,722,0,157
125,2016-10-10 08:51:55+00:00,697,723,0,158
126,2016-10-10 08:55:56+00:00,698,724,0,0
127,2016-10-10 09:17:25+00:00,699,725,0,159
128,2016-10-10 09:33:19+00:00,700,726,0,0
129,2016-10-10 09:39:50+00:00,701,727,0,0
130,2016-10-10 09:45:19+00:00,702,728,0,160
131,2016-10-10 09:47:44+00:00,703,729,0,0
132,2016-10-10 09:55:16+00:00,704,730,0,161
133,2016-10-10 10:00:27+00:00,705,731,0,0
134,2016-10-10 10:05:09+00:00,706,732,0,0
135,2016-10-10 10:09:03+00:00,707,733,0,0
136,2016-10-10 11:04:35+00:00,708,734,0,0
137,2016-10-10 11:08:44+00:00,709,735,0,0
138,2016-10-10 11:11:11+00:00,710,736,0,0
139,2016-10-10 11:13:56+00:00,711,737,0,0
140,2016-10-10 11:20:24+00:00,712,738,0,0
141,2016-10-10 11:57:32+00:00,713,739,0,0
142,2016-10-10 12:01:01+00:00,714,740,0,0
143,2016-10-10 12:11:46+00:00,715,741,0,162
144,2016-10-10 12:14:15+00:00,716,742,0,0
145,2016-10-10 12:16:07+00:00,717,743,0,0
146,2016-10-10 12:26:21+00:00,718,744,0,163
147,2016-10-10 12:36:38+00:00,719,745,0,164
148,2016-10-10 12:43:51+00:00,720,746,0,0
149,2016-10-10 12:53:27+00:00,721,747,0,0
150,2016-10-10 13:00:28+00:00,722,748,0,0
151,2016-10-10 13:07:18+00:00,723,749,0,0
152,2016-10-10 13:11:02+00:00,724,750,0,0
153,2016-10-10 16:56:49+00:00,725,751,0,0
154,2016-10-10 17:02:13+00:00,726,752,0,165
155,2016-10-10 18:11:34+00:00,727,753,0,0
156,2016-10-10 18:29:41+00:00,728,754,0,0
157,2016-10-10 18:33:22+00:00,729,755,0,0
158,2016-10-10 18:37:12+00:00,730,756,0,0
159,2016-10-10 19:00:14+00:00,731,757,0,0
160,2016-10-10 19:10:58+00:00,732,758,0,0
161,2016-10-10 19:13:13+00:00,733,759,0,0
162,2016-10-10 19:15:11+00:00,734,760,0,0
163,2016-10-10 19:16:51+00:00,735,761,0,0
164,2016-10-10 19:19:18+00:00,736,762,0,0
165,2016-10-10 20:12:36+00:00,737,763,0,0
166,2016-10-10 22:00:00+00:00,739,765,27,0
167,2016-10-10 22:00:00+00:00,738,765,27,0
168,2016-10-11 10:35:56+00:00,739,766,0,0
169,2016-10-11 10:39:15+00:00,740,767,0,0
170,2016-10-11 10:42:12+00:00,741,768,0,0
171,2016-10-11 11:02:37+00:00,742,769,0,0
172,2016-10-11 11:08:02+00:00,743,770,0,0
173,2016-10-11 13:53:13+00:00,744,771,0,0
174,2016-10-11 13:55:15+00:00,745,772,0,0
175,2016-10-11 14:02:47+00:00,746,773,0,0
176,2016-10-11 14:28:32+00:00,747,774,0,0
177,2016-10-11 14:32:32+00:00,748,775,0,0
178,2016-10-12 12:07:29+00:00,749,776,0,0
179,2016-10-13 07:47:11+00:00,750,777,0,0
180,2016-10-13 07:51:15+00:00,751,778,0,0
181,2016-10-13 07:55:39+00:00,752,779,0,0
182,2016-10-13 08:02:32+00:00,753,780,0,0
183,2016-10-13 08:06:23+00:00,754,781,0,0
184,2016-10-13 08:16:08+00:00,755,782,0,0
185,2016-10-17 19:14:46+00:00,756,783,0,0
186,2016-10-17 19:18:46+00:00,757,784,0,0
187,2016-10-17 19:21:53+00:00,758,785,0,0
188,2016-10-17 19:23:30+00:00,759,786,0,166
189,2016-10-17 19:26:15+00:00,760,787,0,0
190,2016-10-17 19:39:01+00:00,761,788,0,167
191,2016-10-17 19:41:12+00:00,762,789,0,0
192,2016-10-17 19:43:02+00:00,763,790,0,0
193,2016-10-17 19:48:49+00:00,764,791,0,0
194,2016-10-17 19:51:19+00:00,765,792,0,0
195,2016-10-17 19:52:52+00:00,766,793,0,0
196,2016-10-17 19:54:53+00:00,767,794,0,0
197,2016-10-17 19:57:18+00:00,768,795,0,0
198,2016-10-17 19:59:59+00:00,769,796,0,0
199,2016-10-17 20:07:00+00:00,770,797,0,168
200,2016-10-17 20:10:56+00:00,771,798,0,0
201,2016-10-17 20:13:06+00:00,772,799,0,0
202,2016-10-17 20:15:59+00:00,773,800,0,0
203,2016-10-17 22:00:00+00:00,777,804,0,0
204,2016-10-18 06:50:04+00:00,778,805,0,0
205,2016-10-18 06:51:42+00:00,779,806,0,0
206,2016-10-18 08:58:54+00:00,780,807,0,0
207,2016-10-18 09:01:54+00:00,782,809,0,0
208,2016-10-18 09:05:40+00:00,783,810,0,0
209,2016-10-18 09:21:17+00:00,784,811,0,0
210,2016-10-18 09:26:28+00:00,785,812,0,0
211,2016-10-18 09:30:53+00:00,786,813,0,0
212,2016-10-18 09:32:55+00:00,787,814,0,0
213,2016-10-18 09:34:49+00:00,788,815,0,0
214,2016-10-18 09:36:22+00:00,789,816,0,169
215,2016-10-18 09:42:39+00:00,790,817,0,0
216,2016-10-18 09:44:22+00:00,791,818,0,0
217,2016-10-18 09:49:39+00:00,792,819,0,0
218,2016-10-18 10:18:16+00:00,793,820,0,170
219,2016-10-18 10:22:29+00:00,794,821,0,0
220,2016-10-18 10:32:07+00:00,795,822,0,171
221,2016-10-18 10:41:53+00:00,796,823,0,0
222,2016-10-18 17:52:58+00:00,797,824,0,172
223,2016-10-18 18:05:54+00:00,798,825,0,173
224,2016-10-18 18:13:08+00:00,799,826,0,0
225,2016-10-18 18:20:22+00:00,800,827,0,0
226,2016-10-18 18:21:54+00:00,801,828,0,174
227,2016-10-18 18:24:21+00:00,802,829,0,175
228,2016-10-18 18:26:30+00:00,803,830,0,0
229,2016-10-18 18:27:53+00:00,804,831,0,0
230,2016-10-18 18:29:25+00:00,805,832,0,0
231,2016-10-18 18:33:19+00:00,806,833,0,0
232,2016-10-18 18:35:19+00:00,807,834,0,0
233,2016-10-18 18:36:30+00:00,808,835,0,0
234,2016-10-18 18:45:18+00:00,809,836,0,0
235,2016-10-18 18:46:39+00:00,810,837,0,0
236,2016-10-18 18:48:16+00:00,811,838,0,0
237,2016-10-18 18:52:48+00:00,812,839,0,176
238,2016-10-18 18:54:22+00:00,813,840,0,0
239,2016-10-18 18:56:22+00:00,814,841,0,0
240,2016-10-18 18:57:47+00:00,815,842,0,177
241,2016-10-18 19:01:15+00:00,816,843,0,0
242,2016-10-18 19:02:45+00:00,817,844,0,0
243,2016-10-18 19:35:47+00:00,818,845,0,178
244,2016-10-18 19:41:56+00:00,819,846,0,179
245,2016-10-18 19:53:53+00:00,820,847,0,0
246,2016-10-18 20:00:52+00:00,821,848,0,0
247,2016-10-20 10:54:49+00:00,822,849,0,0
248,2016-10-24 13:01:38+00:00,823,850,0,0
249,2016-10-24 13:24:34+00:00,824,851,0,0
250,2016-10-25 07:33:34+00:00,825,852,0,180
251,2016-10-27 11:34:16+00:00,826,853,0,0
252,2016-10-27 11:37:14+00:00,827,854,0,0
253,2016-10-27 11:48:14+00:00,828,855,0,181
254,2016-10-27 11:52:46+00:00,829,856,0,0
255,2016-10-27 11:55:13+00:00,830,857,0,0
256,2016-10-27 12:01:38+00:00,831,858,0,0
257,2016-10-27 12:03:50+00:00,832,859,0,0
258,2016-10-27 12:06:33+00:00,833,860,0,182
259,2016-10-27 12:47:56+00:00,834,861,0,0
260,2016-10-27 12:55:20+00:00,835,862,0,183
261,2016-10-27 12:59:35+00:00,836,863,0,0
262,2016-10-27 17:15:58+00:00,837,864,0,0
263,2016-10-27 22:00:00+00:00,836,0,28,0
264,2016-10-29 22:00:00+00:00,835,0,29,0
265,2016-10-31 22:00:00+00:00,837,866,0,0
266,2016-11-01 15:31:21+00:00,838,867,0,0
267,2016-11-01 15:36:03+00:00,839,868,0,0
268,2016-11-01 15:56:32+00:00,840,869,0,184
269,2016-11-01 15:59:16+00:00,841,870,0,0
270,2016-11-01 16:01:49+00:00,842,871,0,0
271,2016-11-01 16:07:15+00:00,843,872,0,0
272,2016-11-01 16:11:04+00:00,844,873,0,0
273,2016-11-01 16:53:02+00:00,845,874,0,185
274,2016-11-01 17:06:44+00:00,846,875,0,0
275,2016-11-01 18:18:37+00:00,847,876,0,186
276,2016-11-01 19:05:56+00:00,848,877,0,0
277,2016-11-01 19:08:55+00:00,849,878,0,0
278,2016-11-02 10:38:05+00:00,850,879,0,187
279,2016-11-07 22:00:00+00:00,851,880,0,0
280,2016-11-08 19:24:22+00:00,852,881,0,0
281,2016-11-08 19:53:07+00:00,853,882,0,0
282,2016-11-08 22:00:00+00:00,855,884,0,0
283,2016-11-09 07:10:28+00:00,856,885,0,188
284,2016-11-09 07:17:47+00:00,857,886,0,0
285,2016-11-09 07:20:51+00:00,858,887,0,0
286,2016-11-09 07:38:21+00:00,859,888,0,0
287,2016-11-09 07:47:21+00:00,860,889,0,189
288,2016-11-09 08:49:53+00:00,861,890,0,0
289,2016-11-09 08:56:34+00:00,862,891,0,0
290,2016-11-09 09:50:38+00:00,863,892,0,0
291,2016-11-09 09:57:18+00:00,864,893,0,190
292,2016-11-09 10:02:18+00:00,865,894,0,0
293,2016-11-09 10:04:42+00:00,866,895,0,191
294,2016-11-09 12:11:39+00:00,867,896,0,0
295,2016-11-09 12:14:59+00:00,868,897,0,0
296,2016-11-09 12:19:01+00:00,869,898,0,192
297,2016-11-09 12:24:11+00:00,870,899,0,0
298,2016-11-09 12:28:26+00:00,871,900,0,193
299,2016-11-09 12:30:27+00:00,872,901,0,194
300,2016-11-09 12:34:05+00:00,873,902,0,195
301,2016-11-09 12:36:26+00:00,874,903,0,196
302,2016-11-09 12:40:52+00:00,875,904,0,197
303,2016-11-09 12:47:27+00:00,876,905,0,198
304,2016-11-09 16:54:35+00:00,877,906,0,0
305,2016-11-09 16:57:03+00:00,878,907,0,199
306,2016-11-09 16:59:54+00:00,879,908,0,200
307,2016-11-09 17:02:43+00:00,880,909,0,201
308,2016-11-09 17:06:07+00:00,881,910,0,0
309,2016-11-10 06:46:02+00:00,882,911,0,0
310,2016-11-10 06:52:49+00:00,883,912,0,0
311,2016-11-10 06:59:28+00:00,884,913,0,0
312,2016-11-10 07:44:05+00:00,885,914,0,0
313,2016-11-10 07:55:42+00:00,886,915,0,202
314,2016-11-10 08:03:34+00:00,887,916,0,0
315,2016-11-10 08:46:50+00:00,888,917,0,0
316,2016-11-10 08:58:26+00:00,889,918,0,0
317,2016-11-10 09:10:29+00:00,890,919,0,0
318,2016-11-10 09:17:08+00:00,891,920,0,0
319,2016-11-10 09:44:53+00:00,892,921,0,0
320,2016-11-10 09:53:05+00:00,893,922,0,0
321,2016-11-10 10:01:38+00:00,894,923,0,0
322,2016-11-10 21:04:44+00:00,895,924,0,0
323,2016-11-10 21:31:42+00:00,896,925,0,0
324,2016-11-10 22:00:00+00:00,895,0,30,0
325,2016-11-11 05:58:21+00:00,896,926,0,0
326,2016-11-11 06:03:34+00:00,897,927,0,203
327,2016-11-11 06:53:12+00:00,898,928,0,0
328,2016-11-11 07:01:48+00:00,899,929,0,0
329,2016-11-11 07:07:44+00:00,900,930,0,204
330,2016-11-11 07:17:13+00:00,901,931,0,0
331,2016-11-11 07:21:39+00:00,902,932,0,0
332,2016-11-11 07:26:04+00:00,903,933,0,0
333,2016-11-11 07:57:38+00:00,904,934,0,0
334,2016-11-11 08:02:47+00:00,905,935,0,0
335,2016-11-11 08:20:57+00:00,906,936,0,0
336,2016-11-11 08:24:51+00:00,907,937,0,0
337,2016-11-11 08:29:58+00:00,908,938,0,0
338,2016-11-11 08:35:23+00:00,909,939,0,0
339,2016-11-11 08:40:24+00:00,910,940,0,205
340,2016-11-11 08:46:20+00:00,911,941,0,0
341,2016-11-11 08:49:29+00:00,912,942,0,0
342,2016-11-11 08:58:34+00:00,913,943,0,0
343,2016-11-11 09:05:31+00:00,914,944,0,0
344,2016-11-14 10:25:03+00:00,915,945,0,0
345,2016-11-14 10:37:17+00:00,916,946,0,206
346,2016-11-14 10:44:07+00:00,917,947,0,0
347,2016-11-14 10:47:03+00:00,918,948,0,0
348,2016-11-15 12:56:20+00:00,919,949,0,207
349,2016-11-15 13:06:15+00:00,920,950,0,0
350,2016-11-15 13:13:11+00:00,921,951,0,0
351,2016-11-15 13:23:44+00:00,922,952,0,0
352,2016-11-15 13:33:59+00:00,923,953,0,0
353,2016-11-16 06:00:00+00:00,925,955,0,209
354,2016-11-16 07:37:42+00:00,926,956,0,0
355,2016-11-16 08:02:18+00:00,927,957,0,0
356,2016-11-16 08:25:13+00:00,928,958,0,0
357,2016-11-16 08:30:33+00:00,929,959,0,0
358,2016-11-16 09:01:17+00:00,930,960,0,0
359,2016-11-16 10:32:33+00:00,931,961,0,0
360,2016-11-16 10:37:11+00:00,932,962,0,0
361,2016-11-16 10:41:56+00:00,933,963,0,210
362,2016-11-16 10:46:43+00:00,934,964,0,211
363,2016-11-16 10:51:45+00:00,935,965,0,0
364,2016-11-16 11:38:05+00:00,936,966,0,0
365,2016-11-16 11:43:00+00:00,937,967,0,212
366,2016-11-16 11:52:26+00:00,938,968,0,213
367,2016-11-16 12:00:12+00:00,939,969,0,0
368,2016-11-16 12:05:15+00:00,940,970,0,0
369,2016-11-16 12:14:18+00:00,941,971,0,0
370,2016-11-16 12:20:25+00:00,942,972,0,0
371,2016-11-16 12:50:01+00:00,943,973,0,0
372,2016-11-16 13:06:28+00:00,944,974,0,0
373,2016-11-17 22:00:00+00:00,947,977,0,0
374,2016-11-18 06:55:45+00:00,948,978,0,0
375,2016-11-18 07:04:52+00:00,949,979,0,0
376,2016-11-18 07:10:49+00:00,950,980,0,0
377,2016-11-18 07:14:43+00:00,951,981,0,0
378,2016-11-18 07:30:21+00:00,952,982,0,0
379,2016-11-18 07:34:45+00:00,953,983,0,0
380,2016-11-18 07:40:29+00:00,954,984,0,214
381,2016-11-18 07:46:17+00:00,955,985,0,0
382,2016-11-18 07:53:42+00:00,956,986,0,0
383,2016-11-18 07:59:09+00:00,957,987,0,0
384,2016-11-18 08:06:01+00:00,958,988,0,0
385,2016-11-18 08:13:37+00:00,959,989,0,215
386,2016-11-18 08:30:13+00:00,960,990,0,0
387,2016-11-18 09:03:12+00:00,961,991,0,0
388,2016-11-18 09:09:46+00:00,962,992,0,0
389,2016-11-18 09:13:05+00:00,963,993,0,0
390,2016-11-18 09:20:34+00:00,964,994,0,0
391,2016-11-18 09:25:45+00:00,965,995,0,0
392,2016-11-18 11:21:09+00:00,966,996,0,0
393,2016-11-18 11:23:41+00:00,967,997,0,0
394,2016-11-18 11:40:10+00:00,968,998,0,216
395,2016-11-18 11:40:30+00:00,969,999,0,0
396,2016-11-18 11:53:16+00:00,970,1000,0,0
397,2016-11-18 11:56:43+00:00,971,1001,0,0
398,2016-11-18 12:26:48+00:00,972,1002,0,217
399,2016-11-18 12:33:19+00:00,973,1003,0,0
400,2016-11-18 12:35:13+00:00,974,1004,0,0
401,2016-11-18 12:37:11+00:00,975,1005,0,218
402,2016-11-18 12:41:50+00:00,976,1006,0,0
403,2016-11-18 12:51:51+00:00,977,1007,0,0
404,2016-11-18 12:55:19+00:00,978,1008,0,0
405,2016-11-18 12:58:24+00:00,979,1009,0,0
406,2016-11-18 13:16:02+00:00,980,1010,0,219
407,2016-11-20 22:00:00+00:00,981,1011,0,0
408,2016-11-21 06:02:52+00:00,982,1012,0,220
409,2016-11-21 06:35:40+00:00,983,1013,0,0
410,2016-11-21 08:27:06+00:00,984,1014,0,0
411,2016-11-21 08:32:42+00:00,985,1015,0,0
412,2016-11-21 08:36:59+00:00,986,1016,0,0
413,2016-11-21 09:03:45+00:00,987,1017,0,221
414,2016-11-21 09:22:51+00:00,988,1018,0,222
415,2016-11-21 09:26:20+00:00,989,1019,0,223
416,2016-11-21 09:35:36+00:00,990,1020,0,0
417,2016-11-21 09:43:27+00:00,991,1021,0,0
418,2016-11-21 10:10:55+00:00,992,1022,0,0
419,2016-11-21 10:16:54+00:00,993,1023,0,0
420,2016-11-21 10:22:43+00:00,994,1024,0,0
421,2016-11-21 10:34:52+00:00,995,1025,0,0
422,2016-11-21 11:12:06+00:00,996,1026,0,0
423,2016-11-21 11:41:08+00:00,997,1027,0,224
424,2016-11-21 12:57:40+00:00,998,1028,0,0
425,2016-11-22 07:09:30+00:00,999,1029,0,0
426,2016-11-22 07:13:27+00:00,1000,1030,0,225
427,2016-11-22 08:23:39+00:00,1001,1031,0,0
428,2016-11-22 08:30:03+00:00,1002,1032,0,0
429,2016-11-22 08:46:33+00:00,1003,1033,0,226
430,2016-11-22 11:08:53+00:00,1004,1034,0,0
431,2016-11-22 22:00:00+00:00,1003,0,31,0
432,2016-11-23 08:41:02+00:00,1004,1035,0,0
433,2016-11-25 12:49:08+00:00,1005,1036,0,0
434,2016-11-27 22:00:00+00:00,1008,1039,0,0
435,2016-11-28 11:20:19+00:00,1009,1040,0,0
436,2016-11-28 12:27:30+00:00,1010,1041,0,0
437,2016-11-28 12:34:45+00:00,1011,1042,0,0
438,2016-11-28 12:39:56+00:00,1012,1043,0,0
439,2016-11-28 12:51:17+00:00,1013,1044,0,0
440,2016-11-28 12:58:38+00:00,1014,1045,0,0
441,2016-11-28 13:08:08+00:00,1015,1046,0,0
442,2016-11-28 13:24:54+00:00,1016,1047,0,0
443,2016-11-28 22:00:00+00:00,1015,0,32,0
444,2016-11-29 07:54:09+00:00,1016,1048,0,227
445,2016-11-29 08:47:00+00:00,1017,1049,0,0
446,2016-11-29 08:59:48+00:00,1018,1050,0,0
447,2016-11-29 10:01:17+00:00,1019,1051,0,228
448,2016-11-29 10:03:17+00:00,1020,1052,0,0
449,2016-11-29 10:07:01+00:00,1021,1053,0,229
450,2016-11-29 11:07:31+00:00,1022,1054,0,0
451,2016-11-29 11:13:42+00:00,1023,1055,0,0
452,2016-11-29 11:17:58+00:00,1024,1056,0,0
453,2016-11-29 11:22:00+00:00,1025,1057,0,230
454,2016-11-29 11:26:47+00:00,1026,1058,0,231
455,2016-11-29 11:39:32+00:00,1027,1059,0,232
456,2016-11-29 11:43:28+00:00,1028,1060,0,0
457,2016-11-29 11:46:52+00:00,1029,1061,0,233
458,2016-11-29 11:49:46+00:00,1030,1062,0,0
459,2016-11-29 11:51:53+00:00,1031,1063,0,234
460,2016-11-29 11:55:56+00:00,1032,1064,0,0
461,2016-11-29 12:04:06+00:00,1033,1065,0,235
462,2016-11-29 12:07:21+00:00,1034,1066,0,0
463,2016-11-29 12:11:25+00:00,1035,1067,0,236
464,2016-11-29 12:16:43+00:00,1036,1068,0,0
465,2016-11-29 12:25:08+00:00,1037,1069,0,0
466,2016-11-29 12:28:47+00:00,1038,1070,0,0
467,2016-11-29 12:30:32+00:00,1039,1071,0,0
468,2016-11-29 12:32:14+00:00,1040,1072,0,0
469,2016-11-29 12:40:54+00:00,1041,1073,0,0
470,2016-11-29 12:41:05+00:00,1042,1074,0,237
471,2016-11-29 12:45:43+00:00,1043,1075,0,0
472,2016-11-29 12:51:10+00:00,1044,1076,0,238
473,2016-11-29 13:08:40+00:00,1045,1077,0,0
474,2016-11-29 13:24:00+00:00,1046,1078,0,239
475,2016-11-29 13:31:03+00:00,1047,1079,0,0
476,2016-11-29 13:33:53+00:00,1048,1080,0,240
477,2016-11-29 13:59:09+00:00,1049,1081,0,0
478,2016-11-29 22:00:00+00:00,1050,1082,38,0
479,2016-11-29 22:00:00+00:00,1044,1082,38,0
480,2016-11-30 06:40:16+00:00,1045,1083,0,241
481,2016-11-30 08:45:21+00:00,1046,1084,0,0
482,2016-11-30 08:57:59+00:00,1047,1085,0,242
483,2016-11-30 09:07:34+00:00,1048,1086,0,0
484,2016-11-30 09:50:01+00:00,1049,1087,0,0
485,2016-11-30 09:52:11+00:00,1050,1088,0,0
486,2016-11-30 09:53:23+00:00,1051,1089,0,0
487,2016-11-30 09:55:33+00:00,1052,1090,0,243
488,2016-11-30 12:33:45+00:00,1053,1091,0,244
489,2016-11-30 12:46:23+00:00,1054,1092,0,245
490,2016-11-30 12:50:39+00:00,1055,1093,0,246
491,2016-11-30 12:55:25+00:00,1056,1094,0,247
492,2016-11-30 13:00:57+00:00,1057,1095,0,248
493,2016-11-30 13:05:47+00:00,1058,1096,0,0
494,2016-11-30 13:08:39+00:00,1059,1097,0,249
495,2016-11-30 13:13:15+00:00,1060,1098,0,0
496,2016-11-30 22:00:00+00:00,1057,0,41,0
497,2016-12-06 11:55:57+00:00,1058,1099,0,250
498,2016-12-06 22:00:00+00:00,1059,1100,0,0
499,2016-12-07 06:03:27+00:00,1060,1101,0,0
500,2016-12-07 06:06:09+00:00,1061,1102,0,251
501,2016-12-07 06:42:32+00:00,1062,1103,0,252
502,2016-12-07 06:47:55+00:00,1063,1104,0,0
503,2016-12-07 06:53:54+00:00,1064,1105,0,0
504,2016-12-07 07:02:50+00:00,1065,1106,0,0
505,2016-12-07 08:08:36+00:00,1066,1107,0,0
506,2016-12-07 11:34:26+00:00,1067,1108,0,0
507,2016-12-07 11:39:53+00:00,1068,1109,0,0
508,2016-12-07 12:58:26+00:00,1069,1110,0,0
509,2016-12-07 13:03:24+00:00,1070,1111,0,0
510,2016-12-07 22:00:00+00:00,1071,1112,0,0
511,2016-12-08 08:16:41+00:00,1072,1113,0,0
512,2016-12-08 10:56:59+00:00,1073,1114,0,0
513,2016-12-08 11:01:35+00:00,1074,1115,0,0
514,2016-12-08 11:05:43+00:00,1075,1116,0,0
515,2016-12-08 11:14:51+00:00,1076,1117,0,0
516,2016-12-08 11:24:35+00:00,1077,1118,0,0
517,2016-12-08 13:28:26+00:00,1078,1119,0,0
518,2016-12-08 13:32:35+00:00,1079,1120,0,253
519,2016-12-08 13:35:31+00:00,1080,1121,0,254
520,2016-12-08 13:37:59+00:00,1081,1122,0,255
521,2016-12-08 13:40:32+00:00,1082,1123,0,256
522,2016-12-12 06:36:09+00:00,1083,1124,0,0
523,2016-12-12 08:09:14+00:00,1084,1125,0,0
524,2016-12-12 08:42:22+00:00,1085,1126,0,0
525,2016-12-12 08:49:41+00:00,1086,1127,0,257
526,2016-12-12 08:58:24+00:00,1087,1128,0,258
527,2016-12-12 09:03:11+00:00,1088,1129,0,0
528,2016-12-12 09:19:23+00:00,1089,1130,0,0
529,2016-12-12 22:00:00+00:00,1095,1136,0,0
530,2016-12-13 09:04:11+00:00,1096,1137,0,0
531,2016-12-13 09:34:08+00:00,1097,1138,0,0
532,2016-12-13 09:45:07+00:00,1098,1139,0,0
533,2016-12-13 11:36:15+00:00,1099,1140,0,0
534,2016-12-13 11:37:17+00:00,1100,1141,0,259
535,2016-12-13 12:19:48+00:00,1101,1142,0,0
536,2016-12-13 13:31:48+00:00,1102,1143,0,260
537,2016-12-13 22:00:00+00:00,1101,1146,42,0
538,2016-12-13 22:00:00+00:00,1104,1146,42,0
539,2016-12-14 05:58:33+00:00,1105,1147,0,261
540,2016-12-14 10:05:53+00:00,1106,1148,0,262
541,2016-12-14 11:02:26+00:00,1107,1149,0,263
542,2016-12-14 11:09:01+00:00,1108,1150,0,264
543,2016-12-14 11:19:01+00:00,1109,1151,0,265
544,2016-12-14 11:28:43+00:00,1110,1152,0,266
545,2016-12-14 11:49:59+00:00,1111,1153,0,267
546,2016-12-14 12:01:03+00:00,1112,1154,0,0
547,2016-12-14 12:08:21+00:00,1113,1155,0,0
548,2016-12-14 12:17:31+00:00,1114,1156,0,0
549,2016-12-14 12:33:00+00:00,1115,1157,0,268
550,2016-12-14 12:50:48+00:00,1116,1158,0,269
551,2016-12-14 13:07:27+00:00,1117,1159,0,0
552,2016-12-14 13:32:10+00:00,1118,1160,0,0
553,2016-12-15 09:37:12+00:00,1119,1161,0,0
554,2016-12-15 09:46:01+00:00,1120,1162,0,0
555,2016-12-15 10:03:05+00:00,1121,1163,0,0
556,2016-12-19 08:32:58+00:00,1122,1164,0,270
557,2016-12-19 08:35:02+00:00,1123,1165,0,271
558,2016-12-19 08:36:23+00:00,1124,1166,0,272
559,2016-12-19 08:38:28+00:00,1125,1167,0,273
560,2016-12-19 08:40:28+00:00,1126,1168,0,0
561,2016-12-19 08:42:59+00:00,1127,1169,0,0
562,2016-12-19 08:45:08+00:00,1128,1170,0,0
563,2016-12-19 08:47:21+00:00,1129,1171,0,274
564,2016-12-19 08:49:33+00:00,1130,1172,0,0
565,2016-12-29 22:00:00+00:00,1129,0,43,0
566,2016-12-31 22:00:00+00:00,1128,0,44,0
567,2017-01-01 22:00:00+00:00,1126,0,46,0
568,2017-01-02 22:00:00+00:00,1121,0,51,0
569,2017-01-03 22:00:00+00:00,1117,0,55,0
570,2017-01-04 22:00:00+00:00,1114,0,58,0
571,2017-01-06 09:31:16+00:00,1115,1173,0,275
572,2017-01-06 09:38:22+00:00,1116,1174,0,276
573,2017-01-06 09:45:47+00:00,1117,1175,0,0
574,2017-01-06 09:51:47+00:00,1118,1176,0,0
575,2017-01-06 10:23:19+00:00,1119,1177,0,0
576,2017-01-06 10:35:58+00:00,1120,1178,0,277
577,2017-01-08 22:00:00+00:00,1119,0,59,0
578,2017-01-10 09:26:53+00:00,1120,1179,0,278
579,2017-01-10 09:46:51+00:00,1121,1180,0,0
580,2017-01-10 10:35:52+00:00,1122,1181,0,0
581,2017-01-11 09:17:00+00:00,1123,1182,0,279
582,2017-01-12 05:52:53+00:00,1124,1183,0,0
583,2017-01-12 07:17:24+00:00,1125,1184,0,0
584,2017-01-12 11:10:51+00:00,1126,1185,0,280
585,2017-01-13 08:16:43+00:00,1127,1186,0,281
586,2017-01-16 13:23:15+00:00,1128,1187,0,0
587,2017-01-16 14:24:23+00:00,1129,1188,0,282
588,2017-01-16 22:00:00+00:00,1135,1194,0,0
589,2017-01-17 12:44:12+00:00,1136,1195,0,283
590,2017-01-17 22:00:00+00:00,1144,1203,60,0
591,2017-01-17 22:00:00+00:00,1143,1203,60,0
592,2017-01-18 07:12:50+00:00,1144,1204,0,284
593,2017-01-18 10:19:29+00:00,1145,1205,0,0
594,2017-01-18 10:21:43+00:00,1146,1206,0,285
595,2017-01-18 11:38:26+00:00,1147,1207,0,0
596,2017-01-18 12:33:34+00:00,1148,1208,0,286
597,2017-01-18 22:00:00+00:00,1149,1209,0,0
598,2017-01-22 22:00:00+00:00,1150,1210,0,0
599,2017-01-23 08:37:35+00:00,1151,1211,0,0
600,2017-01-23 22:00:00+00:00,1150,0,61,0
601,2017-01-24 13:44:02+00:00,1151,1212,0,0
602,2017-01-24 17:40:58+00:00,1152,1213,0,0
603,2017-01-24 22:00:00+00:00,1154,1215,0,0
604,2017-01-25 07:10:07+00:00,1155,1216,0,0
605,2017-01-25 07:42:59+00:00,1156,1217,0,287
606,2017-01-25 09:28:42+00:00,1157,1218,0,288
607,2017-01-25 10:33:31+00:00,1158,1219,0,0
